Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
16452130115,"Nov 14, 2025, 3:46:51 AM",Afternoon Walk,Walk,,1321,1.48,101.0,1,false,,Nike Pegasus 41,activities/17538461293.fit.gz,,,1321.0,868.0,1485.2,2.68,1.711,10.8,6.0,0.0,8.4,47.4,0.4,,,,,101.0,90.0,,,55.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1763089200.0,1.0,20.7,21.3,11.4,0.55,997.0,3.3,8.1,38.0,0.0,1763052966.0,1763105537.0,0.875,,25264816.0,0.0,5.0,0.11,38089.0,5.0,,,,,,1.124,15.7,,,,1056.0,0.0,,,,,,,,,,,,,,,,""
16442148932,"Nov 13, 2025, 3:24:51 AM",Afternoon Run,Run,,3001,9.34,162.0,60,false,,Nike Pegasus 41,activities/17528417297.fit.gz,,,3001.0,2895.0,9347.9,4.96,3.229,125.6,139.4,-3.6,52.8,18.8,-0.2,,,,,162.0,145.0,,,536.0,,,60.0,,,,,,,,,,,,,0.0,,1.0,9681.1,1763002800.0,8.0,16.4,10.7,12.5,0.78,998.4,10.0,17.1,336.0,0.0,1762966465.0,1763018206.0,0.75,,25264816.0,0.97,5.0,0.61,18586.0,4.0,,,,,,3.115,602.4,,,,8106.0,0.0,,,,3.344,,,,,,,,,,,,""
16430592738,"Nov 11, 2025, 11:13:05 PM",Lunch Walk,Walk,,3719,5.44,105.0,6,false,,Nike Pegasus 41,activities/17516795297.fit.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
16428830731,"Nov 11, 2025, 7:57:59 PM",Morning Weight Training,Weight Training,,2015,0,114.0,3,false,,,activities/17515026074.fit.gz,,,2015.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,114.0,81.0,,,108.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16420748545,"Nov 11, 2025, 5:01:58 AM",Evening Run,Run,,3307,10.01,,,false,,Nike Pegasus 41,activities/17506888463.fit.gz,,,3307.0,3304.0,10018.5,4.709,3.032,81.8,88.2,0.0,45.0,32.4,-0.1,,,,,,,,,542.0,,,,,,,,,,,,,,,,0.0,,1.0,10215.8,1762837200.0,1.0,16.1,15.7,9.8,0.66,1012.0,4.3,7.8,156.0,0.0,1762793780.0,1762845255.0,0.625,,25264816.0,0.32,5.0,0.0,35676.0,1.0,,,,,,3.029,0.0,,,,,0.0,,,,3.092,,,,,,,,,,,,""
16419338209,"Nov 10, 2025, 11:14:59 PM",Lunch Walk,Walk,,3606,4.45,98.0,4,false,,Nike Pegasus 41,activities/17505466712.fit.gz,,,3606.0,3029.0,4456.4,6.43,1.471,62.4,64.6,0.0,45.4,49.2,-0.1,,,,,98.0,77.0,,,200.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1762815600.0,2.0,15.3,11.5,11.1,0.76,1009.6,6.3,10.7,162.0,0.0,1762793773.0,1762845253.0,0.625,,25264816.0,0.33,5.0,0.5,31145.0,6.0,,,,,,1.236,18.7,,,,4614.0,0.0,,,,,,,,,,,,,,,,""
16409894126,"Nov 9, 2025, 11:15:51 PM",Lunch Walk,Walk,,3728,4.53,106.0,5,false,,Nike Pegasus 41,activities/17495969192.fit.gz,,,3728.0,3061.0,4532.6,7.889,1.481,90.2,84.8,4.0,47.4,48.2,0.1,,,,,106.0,82.0,,,219.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1762729200.0,8.0,16.5,10.2,12.8,0.79,1005.8,9.2,16.1,347.0,0.0,1762707449.0,1762758788.0,0.625,,25264816.0,0.69,5.0,0.99,27912.0,4.0,,,,,,1.216,26.1,,,,4808.0,0.0,,,,,,,,,,,,,,,,""
16400614417,"Nov 9, 2025, 7:10:15 AM",Evening Walk,Walk,,1246,1.59,88.0,1,false,,Nike Pegasus 41,activities/17486591224.fit.gz,,,1246.0,1200.0,1590.1,5.016,1.325,33.0,28.6,0.0,26.2,9.8,0.3,,,,,88.0,74.0,,,72.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1762671600.0,8.0,15.2,9.1,11.0,0.76,1009.2,8.1,12.9,359.0,0.0,1762621087.0,1762672300.0,0.625,,25264816.0,0.0,5.0,0.37,31321.0,0.0,,,,,,1.276,36.3,,,,1022.0,0.0,,,,,,,,,,,,,,,,""
16398292832,"Nov 8, 2025, 8:36:15 PM",Morning Walk,Walk,,5527,8.34,108.0,9,false,,Nike Pegasus 41,activities/17484228957.fit.gz,,,5527.0,5527.0,8347.4,2.78,1.51,116.0,117.4,1.0,45.2,35.4,0.0,,,,,108.0,79.0,,,366.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,1762632000.0,8.0,14.9,9.3,11.5,0.8,1012.4,7.3,12.8,2.0,0.0,1762621100.0,1762672302.0,0.625,,25264816.0,0.0,5.0,0.85,35642.0,2.0,,,,,,1.51,0.0,,,,9704.0,0.0,,,,,,,,,,,,,,,,""
16389676522,"Nov 8, 2025, 3:50:05 AM",Afternoon Walk,Walk,,3044,4.20,111.0,5,false,,Nike Pegasus 41,activities/17475514899.fit.gz,,,3044.0,2666.0,4202.6,7.634,1.576,57.4,55.8,3.4,45.4,25.7,0.0,,,,,111.0,84.0,,,186.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1762570800.0,8.0,17.3,13.2,11.3,0.68,1012.3,10.7,17.7,354.0,0.0,1762534770.0,1762585836.0,0.625,,25264816.0,0.0,5.0,0.07,35629.0,5.0,,,,,,1.381,8.7,,,,4586.0,0.0,,,,,,,,,,,,,,,,""
16389676478,"Nov 7, 2025, 11:01:38 PM",Lunch Weight Training,Weight Training,,2183,0,126.0,4,false,,,activities/17475514879.fit.gz,,,2183.0,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,126.0,90.0,,,136.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16379520882,"Nov 6, 2025, 11:32:45 PM",Lunch Walk,Walk,,4483,5.90,110.0,7,false,,Nike Pegasus 41,activities/17465266924.fit.gz,,,4483.0,3975.0,5899.1,10.79,1.484,106.8,112.0,4.6,48.6,24.0,-0.1,,,,,110.0,84.0,,,274.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1762470000.0,2.0,17.8,16.1,13.1,0.74,1017.2,4.5,8.8,356.0,0.0,1762448439.0,1762499359.0,0.625,,25264816.0,0.3,5.0,0.45,32348.0,7.0,,,,,,1.316,14.5,,,,5820.0,0.0,,,,,,,,,,,,,,,,""
16377452076,"Nov 6, 2025, 7:24:28 PM",Morning Walk,Walk,,2857,4.24,,,false,,Nike Pegasus 41,activities/17463194681.fit.gz,,,2857.0,2857.0,4242.0,2.42,1.485,66.6,71.6,4.6,45.4,22.9,-0.1,,,,,,,,,175.0,,,,,,,,,,,,,,,,0.0,,1.0,,1762455600.0,3.0,14.8,13.9,12.8,0.88,1016.7,2.9,4.5,2.0,0.0,1762448432.0,1762499357.0,0.625,,25264816.0,0.27,5.0,0.7,19037.0,1.0,,,,,,1.485,0.0,,,,4406.0,0.0,,,,,,,,,,,,,,,,""
16370193627,"Nov 6, 2025, 3:24:20 AM",Afternoon Run,Run,,3260,10.09,166.0,84,false,,Nike Pegasus 41,activities/17455891405.fit.gz,,,3260.0,3182.0,10097.2,5.52,3.173,164.2,170.2,2.2,59.4,44.6,-0.1,,,,,166.0,150.0,,,582.0,,,84.0,,,,,,,,,,,,,0.0,,1.0,10665.0,1762398000.0,8.0,17.9,12.4,14.4,0.8,1013.2,10.7,18.1,342.0,0.0,1762362105.0,1762412883.0,0.5,,25264816.0,0.0,5.0,0.7,25092.0,4.0,,,,,,3.097,659.1,,,,8792.0,0.0,,,,3.352,,,,,,,,,,,,""
16370193658,"Nov 4, 2025, 11:32:09 PM",Lunch Walk,Walk,,3982,4.65,104.0,5,false,,Nike Pegasus 41,activities/17455891392.fit.gz,,,3982.0,3188.0,4657.0,9.12,1.461,42.8,52.2,0.0,45.2,22.0,-0.2,,,,,104.0,82.0,,,195.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1762297200.0,3.0,16.8,12.4,11.7,0.72,1017.1,6.7,11.0,2.0,0.0,1762275777.0,1762326408.0,0.375,,25264816.0,0.0,5.0,0.78,33598.0,5.0,,,,,,1.17,18.9,,,,5318.0,0.0,,,,,,,,,,,,,,,,""
16356250434,"Nov 4, 2025, 7:52:21 PM",Morning Weight Training,Weight Training,,1684,0,121.0,3,false,,,activities/17441870605.fit.gz,,,1684.0,1684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,121.0,90.0,,,91.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16348354853,"Nov 4, 2025, 4:30:32 AM",Afternoon Run,Run,,2633,7.77,166.0,64,false,,Nike Pegasus 41,activities/17433928790.fit.gz,,,2633.0,2596.0,7777.7,4.14,2.996,88.8,90.4,-0.2,43.8,30.4,0.0,,,,,166.0,147.0,,,435.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,8065.2,1762228800.0,8.0,15.2,10.9,9.1,0.67,1016.4,8.5,14.7,0.0,0.0,1762189445.0,1762239932.0,0.375,,25264816.0,0.0,5.0,0.25,39785.0,3.0,,,,,,2.954,0.0,,,,7190.0,0.0,,,,3.107,,,,,,,,,,,,""
16347029966,"Nov 3, 2025, 11:06:51 PM",Lunch Walk,Walk,,3827,5.05,109.0,6,false,,Nike Pegasus 41,activities/17432595891.fit.gz,,,3827.0,3501.0,5050.4,2.407,1.443,95.6,97.8,3.4,46.8,27.0,0.0,,,,,109.0,81.0,,,232.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,1762210800.0,8.0,16.1,10.0,9.0,0.63,1017.5,9.2,16.0,353.0,0.0,1762189434.0,1762239929.0,0.375,,25264816.0,0.0,5.0,0.72,38530.0,5.0,,,,,,1.32,6.1,,,,5174.0,0.0,,,,,,,,,,,,,,,,""
16337393676,"Nov 2, 2025, 11:28:51 PM",Lunch Walk,Walk,,4110,5.22,116.0,7,false,,Nike Pegasus 41,activities/17422871685.fit.gz,,,4110.0,3522.0,5220.2,7.63,1.482,122.8,122.0,3.0,48.0,27.2,0.0,,,,,116.0,86.0,,,250.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1762124400.0,8.0,15.5,11.1,9.1,0.66,1025.4,8.3,14.5,350.0,0.0,1762103123.0,1762153463.0,0.375,,25264816.0,0.0,5.0,0.21,38300.0,7.0,,,,,,1.27,22.1,,,,5898.0,0.0,,,,,,,,,,,,,,,,""
16316545841,"Oct 31, 2025, 11:40:46 PM",Lunch Walk,Walk,,3237,4.39,115.0,6,false,,Nike Pegasus 41,activities/17401538951.fit.gz,,,3237.0,3116.0,4392.8,2.34,1.41,71.4,69.6,1.8,45.4,18.7,0.1,,,,,115.0,87.0,,,235.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,1761951600.0,2.0,14.5,15.3,7.3,0.62,1029.3,1.2,3.8,183.0,0.0,1761930468.0,1761980513.0,0.375,,25264816.0,0.0,5.0,0.53,37438.0,5.0,,,,,,1.357,2.5,,,,5028.0,0.0,,,,,,,,,,,,,,,,""
16316152141,"Oct 31, 2025, 11:17:11 PM",Lunch Walk,Walk,,822,0.72,103.0,1,false,,Nike Pegasus 41,activities/17401140683.fit.gz,,,822.0,552.0,723.2,2.33,1.31,3.2,0.0,3.6,6.8,11.1,0.2,,,,,103.0,91.0,,,31.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1761951600.0,2.0,14.5,15.3,7.3,0.62,1029.3,1.2,3.8,183.0,0.0,1761930468.0,1761980513.0,0.375,,25264816.0,0.0,5.0,0.53,37438.0,5.0,,,,,,0.88,3.7,,,,,0.0,,,,,,,,,,,,,,,,""
16316051711,"Oct 31, 2025, 10:35:22 PM",Lunch Weight Training,Weight Training,,2365,0,147.0,6,false,,,activities/17401039509.fit.gz,,,2365.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,147.0,100.0,,,155.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16315780523,"Oct 31, 2025, 9:54:56 PM",Morning Walk,Walk,,2037,3.01,100.0,3,false,,Nike Pegasus 41,activities/17400765222.fit.gz,,,2037.0,2037.0,3014.0,2.34,1.48,3.0,13.8,-2.2,8.8,8.2,-0.4,,,,,100.0,85.0,,,124.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1761944400.0,2.0,12.8,12.4,6.8,0.67,1029.3,2.3,5.5,131.0,0.0,1761930470.0,1761980516.0,0.375,,25264816.0,0.0,5.0,0.56,38301.0,3.0,,,,,,1.48,0.0,,,,2192.0,0.0,,,,,,,,,,,,,,,,""
16298702393,"Oct 30, 2025, 3:20:31 AM",Afternoon Run,Run,,2300,7.13,172.0,70,false,,Nike Pegasus 41,activities/17383531031.fit.gz,,,2300.0,2260.0,7134.0,4.827,3.157,132.8,132.2,2.2,48.6,48.6,0.0,,,,,172.0,152.0,,,419.0,,,70.0,,,,,,,,,,,,,0.0,,1.0,7566.4,1761793200.0,8.0,16.1,11.5,9.8,0.66,1013.9,10.1,18.1,327.0,0.0,1761757832.0,1761807570.0,0.25,,25264816.0,0.0,5.0,0.16,36443.0,4.0,,,,,,3.102,97.3,,,,6282.0,0.0,,,,3.348,,,,,,,,,,,,""
16288705105,"Oct 29, 2025, 4:47:37 AM",Afternoon Weight Training,Weight Training,,1357,0,125.0,3,false,,,activities/17373457199.fit.gz,,,1357.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,125.0,91.0,,,75.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16287687273,"Oct 28, 2025, 11:19:45 PM",Lunch Walk,Walk,,4863,6.15,104.0,7,false,,Nike Pegasus 41,activities/17372426721.fit.gz,,,4863.0,3958.0,6155.3,5.8,1.555,104.0,111.0,0.0,95.0,49.2,-0.1,,,,,104.0,82.0,,,273.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1761692400.0,8.0,12.8,7.8,4.5,0.57,1013.1,7.2,12.2,200.0,0.0,1761671511.0,1761721094.0,0.125,,25264816.0,0.1,5.0,0.33,35670.0,6.0,,,,,,1.266,5.5,,,,6580.0,0.0,,,,,,,,,,,,,,,,""
16287687035,"Oct 28, 2025, 5:17:02 AM",Evening Workout,Workout,,1376,0,167.0,42,false,,,activities/17372426488.fit.gz,,,1376.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,152.0,,,223.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16276934971,"Oct 27, 2025, 11:46:57 PM",Lunch Walk,Walk,,3062,3.91,105.0,4,false,,Nike Pegasus 41,activities/17361596136.fit.gz,,,3062.0,2641.0,3909.8,5.67,1.48,36.0,33.2,2.6,32.4,30.0,0.0,,,,,105.0,78.0,,,168.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1761606000.0,3.0,11.9,8.9,6.2,0.68,992.1,3.4,4.6,278.0,0.0,1761585179.0,1761634617.0,0.125,,25264816.0,0.62,5.0,0.88,21526.0,4.0,,,,,,1.277,22.3,,,,4702.0,0.0,,,,,,,,,,,,,,,,""
16257426184,"Oct 26, 2025, 3:16:46 AM",Afternoon Walk,Walk,,2725,4.02,110.0,4,false,,Nike Pegasus 41,activities/17341836261.fit.gz,,,2725.0,2698.0,4025.3,2.607,1.492,115.2,116.4,1.2,31.2,47.5,0.0,,,,,110.0,81.0,,,217.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1761447600.0,8.0,15.5,10.7,8.2,0.62,999.1,9.5,18.0,317.0,0.0,1761412544.0,1761461672.0,0.125,,25264816.0,0.0,5.0,0.21,35362.0,3.0,,,,,,1.477,0.0,,,,3284.0,0.0,,,,,,,,,,,,,,,,""
16215285133,"Oct 21, 2025, 8:01:46 PM",Morning Weight Training,Weight Training,,1522,0,92.0,2,false,,,activities/17299368515.fit.gz,,,1522.0,1522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92.0,70.0,,,60.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16215090079,"Oct 21, 2025, 7:48:53 PM",Morning Walk,Walk,,539,0.57,94.0,1,false,,Nike Pegasus 41,activities/17299173783.fit.gz,,,539.0,539.0,575.0,1.86,1.067,0.0,0.0,0.0,0.0,0.0,0.0,,,,,94.0,89.0,,,25.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,25264816.0,,,,,,,,,,,1.067,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16196531339,"Oct 19, 2025, 11:22:31 PM",Lunch Walk,Walk,,3565,4.33,92.0,4,false,,Nike Pegasus 41,activities/17280536556.fit.gz,,,3565.0,3054.0,4336.8,3.64,1.42,114.0,113.0,1.4,32.2,38.2,0.0,,,,,92.0,75.0,,,200.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1760914800.0,8.0,14.7,5.0,9.7,0.72,1012.8,13.2,23.6,324.0,0.0,1760894683.0,1760942862.0,0.875,,25264816.0,0.0,5.0,0.88,36221.0,4.0,,,,,,1.216,20.3,,,,3360.0,0.0,,,,,,,,,,,,,,,,""
16187277384,"Oct 19, 2025, 6:47:20 AM",Evening Walk,Walk,,2545,2.38,99.0,2,false,,Nike Pegasus 41,activities/17271156100.fit.gz,,,2545.0,1939.0,2384.1,4.472,1.23,38.4,36.6,0.0,22.4,49.1,0.1,,,,,99.0,76.0,,,101.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1760853600.0,1.0,14.9,10.8,9.3,0.69,1011.7,6.4,11.3,329.0,0.0,1760808364.0,1760856384.0,0.875,,25264816.0,0.58,5.0,0.0,36379.0,0.0,,,,,,0.937,423.1,,,,3028.0,0.0,,,,,,,,,,,,,,,,""
16175526211,"Oct 17, 2025, 11:51:01 PM",Lunch Walk,Walk,,3300,4.72,106.0,7,false,,Nike Pegasus 41,activities/17259231442.fit.gz,,,3300.0,3024.0,4727.0,2.393,1.563,89.4,84.8,0.0,13.4,48.9,0.1,,,,,106.0,95.0,,,206.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1760742000.0,8.0,15.1,6.3,10.1,0.72,1015.2,12.8,22.1,332.0,0.0,1760722067.0,1760769924.0,0.875,,25264816.0,0.0,5.0,0.81,33616.0,4.0,,,,,,1.432,12.7,,,,5524.0,0.0,,,,,,,,,,,,,,,,""
16175526004,"Oct 17, 2025, 11:00:22 PM",Lunch Weight Training,Weight Training,,2727,0,138.0,7,false,,,activities/17259231212.fit.gz,,,2727.0,2727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,138.0,101.0,,,186.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16175526014,"Oct 17, 2025, 10:20:52 PM",Lunch Walk,Walk,,2005,3.15,96.0,3,false,,Nike Pegasus 41,activities/17259231225.fit.gz,,,2005.0,2005.0,3154.4,2.447,1.573,46.8,56.2,0.4,11.8,30.4,-0.3,,,,,96.0,83.0,,,142.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1760738400.0,8.0,13.8,4.5,9.3,0.74,1015.4,12.7,21.5,330.0,0.0,1760722064.0,1760769921.0,0.875,,25264816.0,0.0,5.0,0.83,34476.0,4.0,,,,,,1.573,0.0,,,,3372.0,0.0,,,,,,,,,,,,,,,,""
16155910928,"Oct 16, 2025, 3:28:21 AM",Afternoon Run,Run,,2439,7.13,165.0,56,false,,Nike Pegasus 41,activities/17239444828.fit.gz,,,2439.0,2327.0,7130.5,4.46,3.064,115.0,120.2,1.4,50.4,37.0,-0.1,,,,,165.0,147.0,,,411.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,7456.4,1760583600.0,1.0,18.1,16.0,9.9,0.59,1012.0,5.5,9.4,302.0,0.0,1760549454.0,1760596987.0,0.875,,25264816.0,0.0,5.0,0.29,39362.0,3.0,,,,,,2.924,92.0,,,,6480.0,0.0,,,,3.204,,,,,,,,,,,,""
16154845614,"Oct 15, 2025, 11:13:34 PM",Lunch Walk,Walk,,3647,4.22,116.0,6,false,,Nike Pegasus 41,activities/17238366163.fit.gz,,,3647.0,3016.0,4222.9,5.223,1.4,106.6,99.8,0.0,59.8,48.7,0.1,,,,,116.0,88.0,,,191.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,1760569200.0,8.0,16.1,12.0,8.8,0.62,1011.3,7.6,14.4,320.0,0.0,1760549453.0,1760596987.0,0.875,,25264816.0,0.0,5.0,0.35,39662.0,5.0,,,,,,1.158,237.2,,,,4716.0,0.0,,,,,,,,,,,,,,,,""
16143895293,"Oct 14, 2025, 11:33:26 PM",Lunch Walk,Walk,,2800,4.39,95.0,5,false,,Nike Pegasus 41,activities/17227317602.fit.gz,,,2800.0,2800.0,4394.4,2.38,1.569,24.4,27.0,4.6,10.0,16.9,0.0,,,,,95.0,83.0,,,187.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1760482800.0,2.0,14.0,9.0,6.4,0.6,1011.6,6.6,11.5,309.0,0.0,1760463147.0,1760510520.0,0.875,,25264816.0,0.0,1.0,0.58,38436.0,4.0,,,,,,1.569,0.0,,,,4518.0,0.0,,,,,,,,,,,,,,,,""
16143134427,"Oct 14, 2025, 10:16:55 PM",Lunch Weight Training,Weight Training,,2061,0,136.0,5,false,,,activities/17226550799.fit.gz,,,2061.0,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,136.0,94.0,,,120.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16142829137,"Oct 14, 2025, 9:51:13 PM",Morning Walk,Walk,,1392,1.42,112.0,3,false,,Nike Pegasus 41,activities/17226244221.fit.gz,,,1392.0,1392.0,1423.8,1.94,1.023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,112.0,98.0,,,108.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,25264816.0,,,,,,,,,,,1.023,0.0,,,,870.0,0.0,,,,,,,,,,,,,,,,""
16132494859,"Oct 13, 2025, 11:11:22 PM",Lunch Walk,Walk,,2171,3.48,91.0,3,false,,Nike Pegasus 41,activities/17215826780.fit.gz,,,2171.0,2171.0,3482.3,2.54,1.604,12.2,11.6,3.0,11.0,17.3,-0.1,,,,,91.0,81.0,,,145.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1760396400.0,5.0,12.6,6.2,9.6,0.82,1006.6,7.1,13.4,165.0,0.1,1760376842.0,1760424052.0,0.75,,25264816.0,0.61,5.0,0.9,15518.0,4.0,,,,,,1.604,0.0,,,,2302.0,0.0,,,,,,,,,,,,,,,,""
16122688637,"Oct 12, 2025, 11:42:44 PM",Lunch Walk,Walk,,2787,3.60,91.0,4,false,,Nike Pegasus 41,activities/17205917074.fit.gz,,,2787.0,2345.0,3605.4,5.764,1.537,34.6,37.6,2.6,9.6,18.9,-0.1,,,,,91.0,84.0,,,142.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1760310000.0,8.0,16.2,9.8,13.0,0.81,1009.4,10.1,19.3,335.0,0.0,1760290537.0,1760337585.0,0.625,,25264816.0,0.68,5.0,0.82,20394.0,4.0,,,,,,1.294,15.3,,,,3892.0,0.0,,,,,,,,,,,,,,,,""
16122688477,"Oct 12, 2025, 9:51:42 PM",Morning Workout,Workout,,1466,0,157.0,17,false,,,activities/17205916927.fit.gz,,,1466.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,157.0,130.0,,,187.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16112562095,"Oct 12, 2025, 4:46:32 AM",Afternoon Walk,Walk,,4362,5.74,131.0,10,false,,Nike Pegasus 41,activities/17195639669.fit.gz,,,4362.0,4335.0,5744.4,2.26,1.325,106.0,105.2,3.6,45.8,23.9,0.0,,,,,131.0,95.0,,,291.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,1760241600.0,8.0,16.7,11.3,13.4,0.81,1010.1,9.8,16.3,335.0,0.0,1760204220.0,1760251108.0,0.625,,25264816.0,0.71,5.0,0.64,25242.0,2.0,,,,,,1.317,0.0,,,,6174.0,0.0,,,,,,,,,,,,,,,,""
16099995872,"Oct 10, 2025, 10:22:44 PM",Lunch Weight Training,Weight Training,,2573,0,146.0,7,false,,,activities/17182902406.fit.gz,,,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,146.0,97.0,,,169.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
